"ZIP LOOKUP CODE";"STATE";"COUNTY";"CITY";"ZIP-3";"ZIP-5"
71;"MI";"GENESEE";"ATLAS";"484";"48411"
71;"MI";"GENESEE";"BURTON";"485";"48509"
71;"MI";"GENESEE";"BURTON";"485";"48519"
71;"MI";"GENESEE";"BURTON";"485";"48529"
71;"MI";"GENESEE";"CLIO";"484";"48420"
71;"MI";"GENESEE";"DAVISON";"484";"48423"
71;"MI";"GENESEE";"FENTON";"484";"48430"
71;"MI";"GENESEE";"FLINT";"485";"48501"
71;"MI";"GENESEE";"FLINT";"485";"48502"
71;"MI";"GENESEE";"FLINT";"485";"48503"
71;"MI";"GENESEE";"FLINT";"485";"48504"
71;"MI";"GENESEE";"FLINT";"485";"48505"
71;"MI";"GENESEE";"FLINT";"485";"48506"
71;"MI";"GENESEE";"FLINT";"485";"48507"
71;"MI";"GENESEE";"FLINT";"485";"48531"
71;"MI";"GENESEE";"FLINT";"485";"48532"
71;"MI";"GENESEE";"FLINT";"485";"48550"
71;"MI";"GENESEE";"FLINT";"485";"48551"
71;"MI";"GENESEE";"FLINT";"485";"48552"
71;"MI";"GENESEE";"FLINT";"485";"48553"
71;"MI";"GENESEE";"FLINT";"485";"48554"
71;"MI";"GENESEE";"FLINT";"485";"48555"
71;"MI";"GENESEE";"FLINT";"485";"48556"
71;"MI";"GENESEE";"FLINT";"485";"48557"
71;"MI";"GENESEE";"FLUSHING";"484";"48433"
71;"MI";"GENESEE";"GAINES";"484";"48436"
71;"MI";"GENESEE";"GENESEE";"484";"48437"
71;"MI";"GENESEE";"GOODRICH";"484";"48438"
71;"MI";"GENESEE";"GRAND BLANC";"484";"48439"
71;"MI";"GENESEE";"GRAND BLANC";"484";"48480"
71;"MI";"GENESEE";"LINDEN";"484";"48451"
71;"MI";"GENESEE";"MONTROSE";"484";"48457"
71;"MI";"GENESEE";"MOUNT MORRIS";"484";"48458"
71;"MI";"GENESEE";"OTISVILLE";"484";"48463"
71;"MI";"GENESEE";"SWARTZ CREEK";"484";"48473"
71;"MI";"HURON";"BAD AXE";"484";"48413"
71;"MI";"HURON";"FILION";"484";"48432"
71;"MI";"HURON";"HARBOR BEACH";"484";"48441"
71;"MI";"HURON";"KINDE";"484";"48445"
71;"MI";"HURON";"PORT AUSTIN";"484";"48467"
71;"MI";"HURON";"PORT HOPE";"484";"48468"
71;"MI";"HURON";"RUTH";"484";"48470"
71;"MI";"HURON";"UBLY";"484";"48475"
71;"MI";"LAPEER";"ALMONT";"480";"48003"
71;"MI";"LAPEER";"ATTICA";"484";"48412"
71;"MI";"LAPEER";"COLUMBIAVILLE";"484";"48421"
71;"MI";"LAPEER";"DRYDEN";"484";"48428"
71;"MI";"LAPEER";"HADLEY";"484";"48440"
71;"MI";"LAPEER";"IMLAY CITY";"484";"48444"
71;"MI";"LAPEER";"LAPEER";"484";"48446"
71;"MI";"LAPEER";"METAMORA";"484";"48455"
71;"MI";"LAPEER";"NORTH BRANCH";"484";"48461"
71;"MI";"LAPEER";"OTTER LAKE";"484";"48464"
71;"MI";"LIVINGSTON";"BRIGHTON";"481";"48114"
71;"MI";"LIVINGSTON";"BRIGHTON";"481";"48116"
71;"MI";"LIVINGSTON";"GREGORY";"481";"48137"
71;"MI";"LIVINGSTON";"HAMBURG";"481";"48139"
71;"MI";"LIVINGSTON";"HARTLAND";"483";"48353"
71;"MI";"LIVINGSTON";"LAKELAND";"481";"48143"
71;"MI";"LIVINGSTON";"PINCKNEY";"481";"48169"
71;"MI";"MACOMB";"ARMADA";"480";"48005"
71;"MI";"MACOMB";"CENTER LINE";"480";"48015"
71;"MI";"MACOMB";"CLINTON TOWNSHIP";"480";"48035"
71;"MI";"MACOMB";"CLINTON TOWNSHIP";"480";"48036"
71;"MI";"MACOMB";"CLINTON TOWNSHIP";"480";"48038"
71;"MI";"MACOMB";"EASTPOINTE";"480";"48021"
71;"MI";"MACOMB";"FRASER";"480";"48026"
71;"MI";"MACOMB";"HARRISON TOWNSHIP";"480";"48045"
71;"MI";"MACOMB";"MACOMB";"480";"48042"
71;"MI";"MACOMB";"MACOMB";"480";"48044"
71;"MI";"MACOMB";"MOUNT CLEMENS";"480";"48043"
71;"MI";"MACOMB";"MOUNT CLEMENS";"480";"48046"
71;"MI";"MACOMB";"NEW BALTIMORE";"480";"48047"
71;"MI";"MACOMB";"NEW BALTIMORE";"480";"48051"
71;"MI";"MACOMB";"NEW HAVEN";"480";"48048"
71;"MI";"MACOMB";"NEW HAVEN";"480";"48050"
71;"MI";"MACOMB";"RAY";"480";"48096"
71;"MI";"MACOMB";"RICHMOND";"480";"48062"
71;"MI";"MACOMB";"ROMEO";"480";"48065"
71;"MI";"MACOMB";"ROSEVILLE";"480";"48066"
71;"MI";"MACOMB";"SAINT CLAIR SHORES";"480";"48080"
71;"MI";"MACOMB";"SAINT CLAIR SHORES";"480";"48081"
71;"MI";"MACOMB";"SAINT CLAIR SHORES";"480";"48082"
71;"MI";"MACOMB";"STERLING HEIGHTS";"483";"48310"
71;"MI";"MACOMB";"STERLING HEIGHTS";"483";"48311"
71;"MI";"MACOMB";"STERLING HEIGHTS";"483";"48312"
71;"MI";"MACOMB";"STERLING HEIGHTS";"483";"48313"
71;"MI";"MACOMB";"STERLING HEIGHTS";"483";"48314"
71;"MI";"MACOMB";"UTICA";"483";"48315"
71;"MI";"MACOMB";"UTICA";"483";"48316"
71;"MI";"MACOMB";"UTICA";"483";"48317"
71;"MI";"MACOMB";"UTICA";"483";"48318"
71;"MI";"MACOMB";"WARREN";"480";"48088"
71;"MI";"MACOMB";"WARREN";"480";"48089"
71;"MI";"MACOMB";"WARREN";"480";"48090"
71;"MI";"MACOMB";"WARREN";"480";"48091"
71;"MI";"MACOMB";"WARREN";"480";"48092"
71;"MI";"MACOMB";"WARREN";"480";"48093"
71;"MI";"MACOMB";"WARREN";"483";"48397"
71;"MI";"MACOMB";"WASHINGTON";"480";"48094"
71;"MI";"MACOMB";"WASHINGTON";"480";"48095"
71;"MI";"MONROE";"AZALIA";"481";"48110"
71;"MI";"MONROE";"CARLETON";"481";"48117"
71;"MI";"MONROE";"DUNDEE";"481";"48131"
71;"MI";"MONROE";"ERIE";"481";"48133"
71;"MI";"MONROE";"IDA";"481";"48140"
71;"MI";"MONROE";"LA SALLE";"481";"48145"
71;"MI";"MONROE";"LAMBERTVILLE";"481";"48144"
71;"MI";"MONROE";"LUNA PIER";"481";"48157"
71;"MI";"MONROE";"MAYBEE";"481";"48159"
71;"MI";"MONROE";"MONROE";"481";"48161"
71;"MI";"MONROE";"MONROE";"481";"48162"
71;"MI";"MONROE";"NEWPORT";"481";"48166"
71;"MI";"MONROE";"SAMARIA";"481";"48177"
71;"MI";"MONROE";"SOUTH ROCKWOOD";"481";"48179"
71;"MI";"MONROE";"TEMPERANCE";"481";"48182"
71;"MI";"OAKLAND";"AUBURN HILLS";"483";"48321"
71;"MI";"OAKLAND";"AUBURN HILLS";"483";"48326"
71;"MI";"OAKLAND";"BERKLEY";"480";"48072"
71;"MI";"OAKLAND";"BIRMINGHAM";"480";"48009"
71;"MI";"OAKLAND";"BIRMINGHAM";"480";"48012"
71;"MI";"OAKLAND";"BLOOMFIELD HILLS";"483";"48301"
71;"MI";"OAKLAND";"BLOOMFIELD HILLS";"483";"48302"
71;"MI";"OAKLAND";"BLOOMFIELD HILLS";"483";"48303"
71;"MI";"OAKLAND";"BLOOMFIELD HILLS";"483";"48304"
71;"MI";"OAKLAND";"CLARKSTON";"483";"48346"
71;"MI";"OAKLAND";"CLARKSTON";"483";"48347"
71;"MI";"OAKLAND";"CLARKSTON";"483";"48348"
71;"MI";"OAKLAND";"CLAWSON";"480";"48017"
71;"MI";"OAKLAND";"COMMERCE TOWNSHIP";"483";"48382"
71;"MI";"OAKLAND";"DAVISBURG";"483";"48350"
71;"MI";"OAKLAND";"DRAYTON PLAINS";"483";"48330"
71;"MI";"OAKLAND";"FARMINGTON";"483";"48331"
71;"MI";"OAKLAND";"FARMINGTON";"483";"48332"
71;"MI";"OAKLAND";"FARMINGTON";"483";"48333"
71;"MI";"OAKLAND";"FARMINGTON";"483";"48334"
71;"MI";"OAKLAND";"FARMINGTON";"483";"48335"
71;"MI";"OAKLAND";"FARMINGTON";"483";"48336"
71;"MI";"OAKLAND";"FERNDALE";"482";"48220"
71;"MI";"OAKLAND";"FRANKLIN";"480";"48025"
71;"MI";"OAKLAND";"HAZEL PARK";"480";"48030"
71;"MI";"OAKLAND";"HIGHLAND";"483";"48356"
71;"MI";"OAKLAND";"HIGHLAND";"483";"48357"
71;"MI";"OAKLAND";"HOLLY";"484";"48442"
71;"MI";"OAKLAND";"HUNTINGTON WOODS";"480";"48070"
71;"MI";"OAKLAND";"KEEGO HARBOR";"483";"48320"
71;"MI";"OAKLAND";"LAKE ORION";"483";"48359"
71;"MI";"OAKLAND";"LAKE ORION";"483";"48360"
71;"MI";"OAKLAND";"LAKE ORION";"483";"48361"
71;"MI";"OAKLAND";"LAKE ORION";"483";"48362"
71;"MI";"OAKLAND";"LAKEVILLE";"483";"48366"
71;"MI";"OAKLAND";"LEONARD";"483";"48367"
71;"MI";"OAKLAND";"MADISON HEIGHTS";"480";"48071"
71;"MI";"OAKLAND";"MILFORD";"483";"48380"
71;"MI";"OAKLAND";"MILFORD";"483";"48381"
71;"MI";"OAKLAND";"NEW HUDSON";"481";"48165"
71;"MI";"OAKLAND";"NOVI";"483";"48374"
71;"MI";"OAKLAND";"NOVI";"483";"48375"
71;"MI";"OAKLAND";"NOVI";"483";"48376"
71;"MI";"OAKLAND";"NOVI";"483";"48377"
71;"MI";"OAKLAND";"OAK PARK";"482";"48237"
71;"MI";"OAKLAND";"OAKLAND";"483";"48363"
71;"MI";"OAKLAND";"ORTONVILLE";"484";"48462"
71;"MI";"OAKLAND";"OXFORD";"483";"48370"
71;"MI";"OAKLAND";"OXFORD";"483";"48371"
71;"MI";"OAKLAND";"PLEASANT RIDGE";"480";"48069"
71;"MI";"OAKLAND";"PONTIAC";"483";"48340"
71;"MI";"OAKLAND";"PONTIAC";"483";"48341"
71;"MI";"OAKLAND";"PONTIAC";"483";"48342"
71;"MI";"OAKLAND";"PONTIAC";"483";"48343"
71;"MI";"OAKLAND";"ROCHESTER";"483";"48306"
71;"MI";"OAKLAND";"ROCHESTER";"483";"48307"
71;"MI";"OAKLAND";"ROCHESTER";"483";"48308"
71;"MI";"OAKLAND";"ROCHESTER";"483";"48309"
71;"MI";"OAKLAND";"ROYAL OAK";"480";"48067"
71;"MI";"OAKLAND";"ROYAL OAK";"480";"48068"
71;"MI";"OAKLAND";"ROYAL OAK";"480";"48073"
71;"MI";"OAKLAND";"SOUTH LYON";"481";"48178"
71;"MI";"OAKLAND";"SOUTHFIELD";"480";"48033"
71;"MI";"OAKLAND";"SOUTHFIELD";"480";"48034"
71;"MI";"OAKLAND";"SOUTHFIELD";"480";"48037"
71;"MI";"OAKLAND";"SOUTHFIELD";"480";"48075"
71;"MI";"OAKLAND";"SOUTHFIELD";"480";"48076"
71;"MI";"OAKLAND";"SOUTHFIELD";"480";"48086"
71;"MI";"OAKLAND";"TROY";"480";"48007"
71;"MI";"OAKLAND";"TROY";"480";"48083"
71;"MI";"OAKLAND";"TROY";"480";"48084"
71;"MI";"OAKLAND";"TROY";"480";"48085"
71;"MI";"OAKLAND";"TROY";"480";"48098"
71;"MI";"OAKLAND";"TROY";"480";"48099"
71;"MI";"OAKLAND";"UNION LAKE";"483";"48387"
71;"MI";"OAKLAND";"WALLED LAKE";"483";"48390"
71;"MI";"OAKLAND";"WALLED LAKE";"483";"48391"
71;"MI";"OAKLAND";"WATERFORD";"483";"48327"
71;"MI";"OAKLAND";"WATERFORD";"483";"48328"
71;"MI";"OAKLAND";"WATERFORD";"483";"48329"
71;"MI";"OAKLAND";"WEST BLOOMFIELD";"483";"48322"
71;"MI";"OAKLAND";"WEST BLOOMFIELD";"483";"48323"
71;"MI";"OAKLAND";"WEST BLOOMFIELD";"483";"48324"
71;"MI";"OAKLAND";"WEST BLOOMFIELD";"483";"48325"
71;"MI";"OAKLAND";"WHITE LAKE";"483";"48383"
71;"MI";"OAKLAND";"WHITE LAKE";"483";"48386"
71;"MI";"OAKLAND";"WIXOM";"483";"48393"
71;"MI";"SAGINAW";"BIRCH RUN";"484";"48415"
71;"MI";"SAGINAW";"BURT";"484";"48417"
71;"MI";"SAINT CLAIR";"ALGONAC";"480";"48001"
71;"MI";"SAINT CLAIR";"ALLENTON";"480";"48002"
71;"MI";"SAINT CLAIR";"ANCHORVILLE";"480";"48004"
71;"MI";"SAINT CLAIR";"AVOCA";"480";"48006"
71;"MI";"SAINT CLAIR";"CAPAC";"480";"48014"
71;"MI";"SAINT CLAIR";"CASCO";"480";"48064"
71;"MI";"SAINT CLAIR";"COLUMBUS";"480";"48063"
71;"MI";"SAINT CLAIR";"EAST CHINA";"480";"48054"
71;"MI";"SAINT CLAIR";"EMMETT";"480";"48022"
71;"MI";"SAINT CLAIR";"FAIR HAVEN";"480";"48023"
71;"MI";"SAINT CLAIR";"FORT GRATIOT";"480";"48059"
71;"MI";"SAINT CLAIR";"GOODELLS";"480";"48027"
71;"MI";"SAINT CLAIR";"HARSENS ISLAND";"480";"48028"
71;"MI";"SAINT CLAIR";"JEDDO";"480";"48032"
71;"MI";"SAINT CLAIR";"MARINE CITY";"480";"48039"
71;"MI";"SAINT CLAIR";"MARYSVILLE";"480";"48040"
71;"MI";"SAINT CLAIR";"MEMPHIS";"480";"48041"
71;"MI";"SAINT CLAIR";"NORTH STREET";"480";"48049"
71;"MI";"SAINT CLAIR";"PORT HURON";"480";"48060"
71;"MI";"SAINT CLAIR";"PORT HURON";"480";"48061"
71;"MI";"SAINT CLAIR";"SAINT CLAIR";"480";"48079"
71;"MI";"SAINT CLAIR";"SMITHS CREEK";"480";"48074"
71;"MI";"SAINT CLAIR";"YALE";"480";"48097"
71;"MI";"SANILAC";"APPLEGATE";"484";"48401"
71;"MI";"SANILAC";"ARGYLE";"484";"48410"
71;"MI";"SANILAC";"BROWN CITY";"484";"48416"
71;"MI";"SANILAC";"CARSONVILLE";"484";"48419"
71;"MI";"SANILAC";"CROSWELL";"484";"48422"
71;"MI";"SANILAC";"DECKER";"484";"48426"
71;"MI";"SANILAC";"DECKERVILLE";"484";"48427"
71;"MI";"SANILAC";"FORESTVILLE";"484";"48434"
71;"MI";"SANILAC";"LEXINGTON";"484";"48450"
71;"MI";"SANILAC";"MARLETTE";"484";"48453"
71;"MI";"SANILAC";"MELVIN";"484";"48454"
71;"MI";"SANILAC";"MINDEN CITY";"484";"48456"
71;"MI";"SANILAC";"PALMS";"484";"48465"
71;"MI";"SANILAC";"PECK";"484";"48466"
71;"MI";"SANILAC";"PORT SANILAC";"484";"48469"
71;"MI";"SANILAC";"SANDUSKY";"484";"48471"
71;"MI";"SANILAC";"SNOVER";"484";"48472"
71;"MI";"SHIAWASSEE";"BANCROFT";"484";"48414"
71;"MI";"SHIAWASSEE";"BYRON";"484";"48418"
71;"MI";"SHIAWASSEE";"DURAND";"484";"48429"
71;"MI";"SHIAWASSEE";"LENNON";"484";"48449"
71;"MI";"SHIAWASSEE";"NEW LOTHROP";"484";"48460"
71;"MI";"SHIAWASSEE";"VERNON";"484";"48476"
71;"MI";"TUSCOLA";"FOSTORIA";"484";"48435"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48103"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48104"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48105"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48106"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48107"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48108"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48109"
71;"MI";"WASHTENAW";"ANN ARBOR";"481";"48113"
71;"MI";"WASHTENAW";"BRIDGEWATER";"481";"48115"
71;"MI";"WASHTENAW";"CHELSEA";"481";"48118"
71;"MI";"WASHTENAW";"DEXTER";"481";"48130"
71;"MI";"WASHTENAW";"MANCHESTER";"481";"48158"
71;"MI";"WASHTENAW";"MILAN";"481";"48160"
71;"MI";"WASHTENAW";"SALEM";"481";"48175"
71;"MI";"WASHTENAW";"SALINE";"481";"48176"
71;"MI";"WASHTENAW";"WHITMORE LAKE";"481";"48189"
71;"MI";"WASHTENAW";"WHITTAKER";"481";"48190"
71;"MI";"WASHTENAW";"WILLIS";"481";"48191"
71;"MI";"WASHTENAW";"YPSILANTI";"481";"48197"
71;"MI";"WASHTENAW";"YPSILANTI";"481";"48198"
71;"MI";"WAYNE";"ALLEN PARK";"481";"48101"
71;"MI";"WAYNE";"BELLEVILLE";"481";"48111"
71;"MI";"WAYNE";"BELLEVILLE";"481";"48112"
71;"MI";"WAYNE";"CANTON";"481";"48187"
71;"MI";"WAYNE";"CANTON";"481";"48188"
71;"MI";"WAYNE";"DEARBORN";"481";"48120"
71;"MI";"WAYNE";"DEARBORN";"481";"48121"
71;"MI";"WAYNE";"DEARBORN";"481";"48123"
71;"MI";"WAYNE";"DEARBORN";"481";"48124"
71;"MI";"WAYNE";"DEARBORN";"481";"48126"
71;"MI";"WAYNE";"DEARBORN";"481";"48128"
71;"MI";"WAYNE";"DEARBORN HEIGHTS";"481";"48125"
71;"MI";"WAYNE";"DEARBORN HEIGHTS";"481";"48127"
71;"MI";"WAYNE";"DETROIT";"482";"48201"
71;"MI";"WAYNE";"DETROIT";"482";"48202"
71;"MI";"WAYNE";"DETROIT";"482";"48204"
71;"MI";"WAYNE";"DETROIT";"482";"48205"
71;"MI";"WAYNE";"DETROIT";"482";"48206"
71;"MI";"WAYNE";"DETROIT";"482";"48207"
71;"MI";"WAYNE";"DETROIT";"482";"48208"
71;"MI";"WAYNE";"DETROIT";"482";"48209"
71;"MI";"WAYNE";"DETROIT";"482";"48210"
71;"MI";"WAYNE";"DETROIT";"482";"48211"
71;"MI";"WAYNE";"DETROIT";"482";"48213"
71;"MI";"WAYNE";"DETROIT";"482";"48214"
71;"MI";"WAYNE";"DETROIT";"482";"48215"
71;"MI";"WAYNE";"DETROIT";"482";"48216"
71;"MI";"WAYNE";"DETROIT";"482";"48217"
71;"MI";"WAYNE";"DETROIT";"482";"48219"
71;"MI";"WAYNE";"DETROIT";"482";"48221"
71;"MI";"WAYNE";"DETROIT";"482";"48222"
71;"MI";"WAYNE";"DETROIT";"482";"48223"
71;"MI";"WAYNE";"DETROIT";"482";"48224"
71;"MI";"WAYNE";"DETROIT";"482";"48226"
71;"MI";"WAYNE";"DETROIT";"482";"48227"
71;"MI";"WAYNE";"DETROIT";"482";"48228"
71;"MI";"WAYNE";"DETROIT";"482";"48231"
71;"MI";"WAYNE";"DETROIT";"482";"48232"
71;"MI";"WAYNE";"DETROIT";"482";"48233"
71;"MI";"WAYNE";"DETROIT";"482";"48234"
71;"MI";"WAYNE";"DETROIT";"482";"48235"
71;"MI";"WAYNE";"DETROIT";"482";"48238"
71;"MI";"WAYNE";"DETROIT";"482";"48242"
71;"MI";"WAYNE";"DETROIT";"482";"48243"
71;"MI";"WAYNE";"DETROIT";"482";"48244"
71;"MI";"WAYNE";"DETROIT";"482";"48255"
71;"MI";"WAYNE";"DETROIT";"482";"48260"
71;"MI";"WAYNE";"DETROIT";"482";"48264"
71;"MI";"WAYNE";"DETROIT";"482";"48265"
71;"MI";"WAYNE";"DETROIT";"482";"48266"
71;"MI";"WAYNE";"DETROIT";"482";"48267"
71;"MI";"WAYNE";"DETROIT";"482";"48268"
71;"MI";"WAYNE";"DETROIT";"482";"48269"
71;"MI";"WAYNE";"DETROIT";"482";"48272"
71;"MI";"WAYNE";"DETROIT";"482";"48275"
71;"MI";"WAYNE";"DETROIT";"482";"48277"
71;"MI";"WAYNE";"DETROIT";"482";"48278"
71;"MI";"WAYNE";"DETROIT";"482";"48279"
71;"MI";"WAYNE";"DETROIT";"482";"48288"
71;"MI";"WAYNE";"ECORSE";"482";"48229"
71;"MI";"WAYNE";"FLAT ROCK";"481";"48134"
71;"MI";"WAYNE";"GARDEN CITY";"481";"48135"
71;"MI";"WAYNE";"GARDEN CITY";"481";"48136"
71;"MI";"WAYNE";"GROSSE ILE";"481";"48138"
71;"MI";"WAYNE";"GROSSE POINTE";"482";"48230"
71;"MI";"WAYNE";"GROSSE POINTE";"482";"48236"
71;"MI";"WAYNE";"HAMTRAMCK";"482";"48212"
71;"MI";"WAYNE";"HARPER WOODS";"482";"48225"
71;"MI";"WAYNE";"HIGHLAND PARK";"482";"48203"
71;"MI";"WAYNE";"INKSTER";"481";"48141"
71;"MI";"WAYNE";"LINCOLN PARK";"481";"48146"
71;"MI";"WAYNE";"LIVONIA";"481";"48150"
71;"MI";"WAYNE";"LIVONIA";"481";"48151"
71;"MI";"WAYNE";"LIVONIA";"481";"48152"
71;"MI";"WAYNE";"LIVONIA";"481";"48153"
71;"MI";"WAYNE";"LIVONIA";"481";"48154"
71;"MI";"WAYNE";"MELVINDALE";"481";"48122"
71;"MI";"WAYNE";"NEW BOSTON";"481";"48164"
71;"MI";"WAYNE";"NORTHVILLE";"481";"48167"
71;"MI";"WAYNE";"NORTHVILLE";"481";"48168"
71;"MI";"WAYNE";"PLYMOUTH";"481";"48170"
71;"MI";"WAYNE";"REDFORD";"482";"48239"
71;"MI";"WAYNE";"REDFORD";"482";"48240"
71;"MI";"WAYNE";"RIVER ROUGE";"482";"48218"
71;"MI";"WAYNE";"RIVERVIEW";"481";"48193"
71;"MI";"WAYNE";"ROCKWOOD";"481";"48173"
71;"MI";"WAYNE";"ROMULUS";"481";"48174"
71;"MI";"WAYNE";"SOUTHGATE";"481";"48195"
71;"MI";"WAYNE";"TAYLOR";"481";"48180"
71;"MI";"WAYNE";"TRENTON";"481";"48183"
71;"MI";"WAYNE";"WAYNE";"481";"48184"
71;"MI";"WAYNE";"WESTLAND";"481";"48185"
71;"MI";"WAYNE";"WESTLAND";"481";"48186"
71;"MI";"WAYNE";"WYANDOTTE";"481";"48192"
160;"TN";"BEDFORD";"NORMANDY";"373";"37360"
160;"TN";"BENTON";"BIG SANDY";"382";"38221"
160;"TN";"BENTON";"CAMDEN";"383";"38320"
160;"TN";"BENTON";"EVA";"383";"38333"
160;"TN";"BENTON";"HOLLADAY";"383";"38341"
160;"TN";"BLEDSOE";"PIKEVILLE";"373";"37367"
160;"TN";"BRADLEY";"CHARLESTON";"373";"37310"
160;"TN";"BRADLEY";"CLEVELAND";"373";"37311"
160;"TN";"BRADLEY";"CLEVELAND";"373";"37312"
160;"TN";"BRADLEY";"CLEVELAND";"373";"37320"
160;"TN";"BRADLEY";"CLEVELAND";"373";"37323"
160;"TN";"BRADLEY";"CLEVELAND";"373";"37364"
160;"TN";"BRADLEY";"MC DONALD";"373";"37353"
160;"TN";"CARROLL";"ATWOOD";"382";"38220"
160;"TN";"CARROLL";"BRUCETON";"383";"38317"
160;"TN";"CARROLL";"BUENA VISTA";"383";"38318"
160;"TN";"CARROLL";"CEDAR GROVE";"383";"38321"
160;"TN";"CARROLL";"CLARKSBURG";"383";"38324"
160;"TN";"CARROLL";"HOLLOW ROCK";"383";"38342"
160;"TN";"CARROLL";"HUNTINGDON";"383";"38344"
160;"TN";"CARROLL";"LAVINIA";"383";"38348"
160;"TN";"CARROLL";"MC KENZIE";"382";"38201"
160;"TN";"CARROLL";"MC LEMORESVILLE";"382";"38235"
160;"TN";"CARROLL";"TREZEVANT";"382";"38258"
160;"TN";"CARROLL";"WESTPORT";"383";"38387"
160;"TN";"CARROLL";"YUMA";"383";"38390"
160;"TN";"CARTER";"ELIZABETHTON";"376";"37643"
160;"TN";"CARTER";"ELIZABETHTON";"376";"37644"
160;"TN";"CARTER";"HAMPTON";"376";"37658"
160;"TN";"CARTER";"MILLIGAN COLLEGE";"376";"37682"
160;"TN";"CARTER";"ROAN MOUNTAIN";"376";"37687"
160;"TN";"CARTER";"WATAUGA";"376";"37694"
160;"TN";"CHESTER";"ENVILLE";"383";"38332"
160;"TN";"CHESTER";"HENDERSON";"383";"38340"
160;"TN";"CHESTER";"JACKS CREEK";"383";"38347"
160;"TN";"CHESTER";"LURAY";"383";"38352"
160;"TN";"CLAY";"CELINA";"385";"38551"
160;"TN";"CLAY";"MOSS";"385";"38575"
160;"TN";"COFFEE";"ARNOLD AFB";"373";"37389"
160;"TN";"COFFEE";"HILLSBORO";"373";"37342"
160;"TN";"COFFEE";"MANCHESTER";"373";"37349"
160;"TN";"COFFEE";"MANCHESTER";"373";"37355"
160;"TN";"COFFEE";"SUMMITVILLE";"373";"37382"
160;"TN";"COFFEE";"TULLAHOMA";"373";"37388"
160;"TN";"CROCKETT";"FRUITVALE";"383";"38336"
160;"TN";"CROCKETT";"GADSDEN";"383";"38337"
160;"TN";"CUMBERLAND";"CROSSVILLE";"385";"38555"
160;"TN";"CUMBERLAND";"CROSSVILLE";"385";"38557"
160;"TN";"CUMBERLAND";"CROSSVILLE";"385";"38558"
160;"TN";"CUMBERLAND";"CROSSVILLE";"385";"38571"
160;"TN";"CUMBERLAND";"CROSSVILLE";"385";"38572"
160;"TN";"CUMBERLAND";"PLEASANT HILL";"385";"38578"
160;"TN";"DECATUR";"BATH SPRINGS";"383";"38311"
160;"TN";"DECATUR";"DECATURVILLE";"383";"38329"
160;"TN";"DECATUR";"PARSONS";"383";"38363"
160;"TN";"DECATUR";"SCOTTS HILL";"383";"38374"
160;"TN";"DECATUR";"SUGAR TREE";"383";"38380"
160;"TN";"DYER";"TRIMBLE";"382";"38259"
160;"TN";"FENTRESS";"ALLARDT";"385";"38504"
160;"TN";"FENTRESS";"CLARKRANGE";"385";"38553"
160;"TN";"FENTRESS";"GRIMSLEY";"385";"38565"
160;"TN";"FENTRESS";"JAMESTOWN";"385";"38556"
160;"TN";"FENTRESS";"PALL MALL";"385";"38577"
160;"TN";"FRANKLIN";"BELVIDERE";"373";"37306"
160;"TN";"FRANKLIN";"COWAN";"373";"37318"
160;"TN";"FRANKLIN";"DECHERD";"373";"37324"
160;"TN";"FRANKLIN";"ESTILL SPRINGS";"373";"37330"
160;"TN";"FRANKLIN";"HUNTLAND";"373";"37345"
160;"TN";"FRANKLIN";"SAINT ANDREWS";"373";"37372"
160;"TN";"FRANKLIN";"SEWANEE";"373";"37375"
160;"TN";"FRANKLIN";"SEWANEE";"373";"37383"
160;"TN";"FRANKLIN";"SHERWOOD";"373";"37376"
160;"TN";"FRANKLIN";"WINCHESTER";"373";"37398"
160;"TN";"GIBSON";"BRADFORD";"383";"38316"
160;"TN";"GIBSON";"DYER";"383";"38330"
160;"TN";"GIBSON";"EATON";"383";"38331"
160;"TN";"GIBSON";"GIBSON";"383";"38338"
160;"TN";"GIBSON";"HUMBOLDT";"383";"38343"
160;"TN";"GIBSON";"IDLEWILD";"383";"38346"
160;"TN";"GIBSON";"KENTON";"382";"38233"
160;"TN";"GIBSON";"MEDINA";"383";"38355"
160;"TN";"GIBSON";"MILAN";"383";"38358"
160;"TN";"GIBSON";"RUTHERFORD";"383";"38369"
160;"TN";"GIBSON";"TRENTON";"383";"38382"
160;"TN";"GIBSON";"YORKVILLE";"383";"38389"
160;"TN";"GILES";"ARDMORE";"384";"38449"
160;"TN";"GILES";"ELKTON";"384";"38455"
160;"TN";"GILES";"GOODSPRING";"384";"38460"
160;"TN";"GILES";"LYNNVILLE";"384";"38472"
160;"TN";"GILES";"MINOR HILL";"384";"38473"
160;"TN";"GILES";"PROSPECT";"384";"38477"
160;"TN";"GILES";"PULASKI";"384";"38478"
160;"TN";"GREENE";"AFTON";"376";"37616"
160;"TN";"GREENE";"CHUCKEY";"376";"37641"
160;"TN";"GRUNDY";"ALTAMONT";"373";"37301"
